keyword,tweet_id,username,handle,text,sentiment,url,datetime,likes,retweets,replies,tweets_per_date
bbm,2049638194673820107,Stela Rdwu,SRdwu76204,"Indonesia akan menjadi kaya BBM, pemurnian dari perkebunan sawit, tebu, jambu mete, sampah dan batubara @prabowo @ListyoSigitP @setkabgoid @brin_indonesia @Kemdiktisaintek @kementan @KemenkeuRI @kemendespdt @itbofficial @its_campus @ipbofficial @LPEMFEBUI https://t.co/3zuqTqXG50",Neutral,https://x.com/status/2049638194673820107,2026-04-29 23:53:20,0,0,0,40
bbm,2049638112985584120,bala widhie,widiyan70230601,"Kebijakan Prabowo Subianto untuk tidak menaikkan harga BBM bersubsidi mendapat apresiasi dari Mendes PDT Yandri Susanto. Langkah ini dinilai sebagai bentuk keberpihakan nyata kepada rakyat kecil, khususnya masyarakat desa yang paling merasakan dampak harga energi. https://t.co/jYs18onoOU",Neutral,https://x.com/status/2049638112985584120,2026-04-29 23:53:01,0,0,0,40
bbm,2049637872039559626,Odong,kdzak27,@SAASH1MI Pake BBM lgie,Neutral,https://x.com/status/2049637872039559626,2026-04-29 23:52:03,0,0,0,40
bbm,2049637691936182513,Giggly Georgy 🇮🇩 in 🇦🇺,DakotaGeorgy,Karena aku penghasilannya AUD$ untuk membiayai rumah dan segala kebutuhan rutinnya di Indonesia dalam IDR Rp. Maka aku senang 😂✌🏽 lumayan ngirit dollarnya naik dari 10 ribuan ke 12 ribu untuk mengimbangi pengeluaran di oz akibat naiknya bbm di Australi yg gila2 an 😭 https://t.co/EwIjpZxhhk,Neutral,https://x.com/status/2049637691936182513,2026-04-29 23:51:20,5,0,1,40
bbm,2049637156440911978,LUDFI,ludfi1000,@RadioElshinta SPBU di Rest Area sepanjang Tol Padaleunyi Pagi ini banyak truk/ kontener berhenti di SPBU utk isi solar shg bikin macet kendaraan yg akan isi BBM lain,Neutral,https://x.com/status/2049637156440911978,2026-04-29 23:49:13,0,0,0,40
bbm,2049636455681601923,Miss K,KoolKay20,@_FabulousFour @LebohangNgweny1 @BBMzansi @MagnumSA We thank you BBM.  LIEMA X MAGNUM LIEMA AT INDUSTRYNITE LIEMA OUR ONLY SUNSHINE #LiemaPantsiXMagnum #LiemaPantsi,Neutral,https://x.com/status/2049636455681601923,2026-04-29 23:46:26,0,0,0,40
bbm,2049635625872277704,scofierce,scofierceyanhar,"Daripada MBG yang kalian serang, Kenapa gak : IKN? Subsidi BBM? Dan Proyek2 penghamburan uang di daerah2?",Neutral,https://x.com/status/2049635625872277704,2026-04-29 23:43:08,0,0,0,40
bbm,2049635439854944395,Introvert Me 🏳️‍🌈,IntrovertMe3,"@allanjacob_mt Tama nga kayo, 6 na taong kaming iiyak... sa kakatawa sa inyo. 😂 lahat nun kuda nyo noon, bumabalik sa inyo like ""kung walang ginawang masama, walang dapat ikatakot."", yun pagtatanggol nyo kay bbm, para kayong sinampal nun naghiwalay ang unitae. And many more to come.",Positive,https://x.com/status/2049635439854944395,2026-04-29 23:42:23,0,0,0,40
bbm,2049635364705542336,Indra Angkola,IndraAngkola2,@sikodoksakit Mudah2an bisa duduk di sana. Tp janji kalau sdh duduk jangan lupa berdiri untuk menurunkan harga BBM...🤝,Neutral,https://x.com/status/2049635364705542336,2026-04-29 23:42:05,0,0,1,40
bbm,2049634828900024711,AleSerbabisa,aleserbabisa,"- lebih. Apa yang terjadi di Indonesia? Harga bahan pangan naik, banyak kelangkaan bbm, mulai ada phk. Itu aja yg konflik belum termasuk negara ""adidaya"".  Kali ini yg konflik negara ""penyokong ekonomi dunia"". Jadi imbas saat ini akan lebih besar dari perang Russia-Ukraine.",Neutral,https://x.com/status/2049634828900024711,2026-04-29 23:39:58,0,0,0,40
bbm,2049634825842438449,AleSerbabisa,aleserbabisa,"- harga pertamax pasti bakalan kena adjust sih. Harusnya seperti itu.   Oke balik ke topik deh. Terakhir harga pangan dan bbm naik waktu Russia sama Ukraine konflik. Si harga minyak mentah itu sampe tertahan di atas 85 dollar selama lebih dari 2 kuartal loh, which is 6 bulan -",Neutral,https://x.com/status/2049634825842438449,2026-04-29 23:39:57,0,0,1,40
bbm,2049634064098091296,Manong ԵօԵՏí 𝕏,manongtotsi,"@TrillanesSonny Dili daw sila magpa ilad, pero nganong nagpa ilad man mong BBM?",Neutral,https://x.com/status/2049634064098091296,2026-04-29 23:36:55,2,0,3,40
bbm,2049632577858744459,Zachary Milner,ThatGuy29295,I have draft anxiety. I want too. Just not feeling in the headspace. Worried about the schedule. W BBM it’s critical to have some game stack unless you run super hot wk 15 16 17,Neutral,https://x.com/status/2049632577858744459,2026-04-29 23:31:01,1,0,0,40
bbm,2049632370069025075,spac3e,spac3e11,"@terryridon Okay paba kayo? mukang nauubusan na kayo ng bala, laban kay VP Sara ah.. jusko galingan nyo. kundi yari kayo sa 2028. wag nyo din ipanalangin na mategi si BBM at baka mapaaga pagging president nya",Positive,https://x.com/status/2049632370069025075,2026-04-29 23:30:12,0,0,0,40
bbm,2049632104938402111,Asset01,bytebackmusic,"The Machine tried to lock the door, so we burned the building down. 🔥 BBM isn’t just music; it’s a digital insurgency. We don't negotiate with the algorithm. One Banner. One Bloodline. Permanent. 🤘🏴‍☠️ https://t.co/Mu9WuW07KU",Neutral,https://x.com/status/2049632104938402111,2026-04-29 23:29:08,0,0,0,40
bbm,2049631134611652986,Sasa 🇵🇭,sasaraketera,"@BlueHorseshoe09 @BrianTycangco And I even heard one of them from a market briefing I attended last year saying it would be better off if BBM stays in power over Duterte — that was post-SONA. Oh wait, here's a public interview sample. https://t.co/wAgIkG8TDo",Positive,https://x.com/status/2049631134611652986,2026-04-29 23:25:17,1,0,0,40
bbm,2049630932986949740,Analytics Are For The Nerds,NoNerds_FF,Tonight! 9pm est. @FF_LouieGee and @RyanMura do their first BBM draft of the year! And maybe a drop in from @allie_brady straight from urgent care?  https://t.co/P4jKWYWge3,Positive,https://x.com/status/2049630932986949740,2026-04-29 23:24:29,1,4,0,40
